x,y,cluster
0.54,0.087,4
0.226,0.906,0
0.137,0.875,0
0.713,0.809,3
1.048,0.527,2
0.23,0.499,0
0.462,0.739,3
0.181,0.464,0
0.444,0.764,3
1.002,0.569,2
0.268,0.95,0
0.268,0.543,0
0.979,0.522,2
0.947,0.554,2
0.425,0.101,1
0.667,0.791,3
0.284,0.905,0
0.399,0.047,1
0.478,0.643,3
0.354,0.134,1
0.989,0.533,2
0.123,0.812,0
0.681,0.838,3
0.316,0.925,0
0.49,0.106,4
0.396,0.076,1
1.061,0.5,2
0.581,0.848,3
0.416,0.717,3
0.282,0.858,0
0.411,0.748,3
0.279,0.97,0
0.464,0.005,4
0.272,0.866,0
0.519,0.102,4
0.58,0.109,4
0.465,0.111,4
0.47,0.76,3
0.41,0.016,1
0.569,0.051,4
0.913,0.544,2
0.671,0.776,3
0.323,0.454,0
0.09,0.773,0
0.516,0.118,4
0.085,0.723,0
0.437,0.692,3
0.444,0.75,3
0.703,0.845,3
0.279,0.431,0
0.632,0.829,3
0.48,0.762,3
0.64,0.814,3
0.261,0.417,0
0.617,0.823,3
0.512,0.172,4
0.432,0.123,1
0.928,0.567,2
0.356,0.942,0
0.495,0.775,3
0.296,0.913,0
0.662,0.862,3
0.28,0.971,0
0.364,0.06,1
0.475,0.144,4
0.067,0.82,0
0.481,0.716,3
0.038,0.763,0
0.408,0.002,1
0.443,0.687,3
0.306,0.516,0
0.247,0.461,0
0.253,0.952,0
0.518,0.063,4
0.694,0.817,3
0.295,0.892,0
0.263,0.917,0
0.223,0.904,0
0.276,0.947,0
1.002,0.556,2
0.976,0.508,2
0.463,0.761,3
0.696,0.88,3
0.291,0.527,0
0.467,0.104,4
0.017,0.82,0
0.526,0.107,4
0.068,0.853,0
0.693,0.86,3
0.951,0.592,2
0.541,0.073,4
0.315,0.449,0
0.64,0.852,3
0.383,0.029,1
0.583,0.848,3
0.274,0.51,0
0.196,0.533,0
0.507,0.073,4
0.398,0.718,0
0.288,0.523,0
0.278,0.468,0
0.099,0.798,0
0.097,0.758,0
0.658,0.783,3
0.27,0.476,0
0.338,0.955,0
0.352,0.07,1
0.486,0.088,4
0.067,0.829,0
0.955,0.528,2
0.98,0.511,2
0.247,0.893,0
0.312,0.904,0
0.169,0.513,0
0.66,0.846,3
0.271,0.492,0
0.312,0.922,0
0.936,0.519,2
0.66,0.729,3
0.527,0.047,4
0.496,0.05,4
0.481,0.058,4
0.48,0.117,4
0.231,0.895,0
0.08,0.725,0
0.207,0.469,0
0.047,0.76,0
0.361,0.04,1
0.394,0.021,1
0.65,0.836,3
1.017,0.511,2
0.242,0.473,0
0.339,0.104,1
0.31,0.978,0
0.395,0.057,1
0.324,0.928,0
0.521,0.041,4
0.158,0.561,0
0.531,0.121,4
0.009,0.724,0
0.342,0.043,1
0.294,0.464,0
0.488,0.761,3
0.421,0.014,1
0.688,0.883,3
0.287,0.918,0
0.424,0.099,1
0.425,0.071,1
0.222,0.514,0
0.434,0.077,1
1.002,0.545,2
0.973,0.537,2
0.052,0.786,0
0.403,0.072,1
0.223,0.859,0
0.953,0.528,2
0.678,0.864,3
0.351,0.532,0
0.324,0.875,0
0.018,0.842,0
0.937,0.532,2
0.509,0.018,4
0.018,0.779,0
0.297,0.903,0
0.383,0.118,1
0.74,0.789,3
0.377,0.063,1
0.248,0.432,0
0.086,0.742,0
0.38,0.096,1
0.238,0.483,0
0.325,0.936,0
0.473,0.054,4
0.275,0.929,0
0.52,0.034,4
0.387,0.687,0
0.307,0.488,0
0.343,0.904,0
0.304,0.431,0
0.235,0.463,0
0.917,0.533,2
0.323,0.491,0
0.361,0.045,1
0.984,0.522,2
0.305,0.54,0
0.291,0.55,0
0.345,0.87,0
1.05,0.538,2
0.079,0.74,0
0.957,0.536,2
0.228,0.565,0
0.365,0.733,0
0.458,0.076,4
0.272,0.454,0
0.648,0.784,3
0.269,0.913,0
0.24,0.461,0
0.213,0.485,0
0.278,0.468,0
0.377,0.052,1
0.976,0.515,2
0.293,0.948,0
0.068,0.722,0
0.328,0.104,1
0.281,0.54,0
0.64,0.712,3
1.006,0.622,2
0.292,0.902,0
0.311,0.072,1
0.269,0.487,0
0.477,0.136,4
0.37,0.075,1
0.382,0.109,1
0.38,0.068,1
0.297,0.42,0
0.096,0.815,0
0.285,0.863,0
0.466,0.014,4
0.465,0.738,3
0.963,0.527,2
0.289,0.971,0
0.431,0.743,3
0.281,0.924,0
0.485,0.152,4
0.453,0.057,4
0.485,0.118,4
0.361,0.428,0
0.469,0.106,4
0.264,0.906,0
0.488,0.073,4
0.46,0.084,4
0.364,0.04,1
0.393,0.126,1
0.422,0.058,1
0.483,0.12,4
0.277,0.878,0
0.448,0.76,3
0.4,0.049,1
0.475,0.065,4
0.292,0.485,0
0.059,0.715,0
0.383,0.53,0
0.414,0.122,1
0.957,0.553,2
0.466,0.711,3
0.332,0.011,1
0.258,0.493,0
0.96,0.553,2
0.538,0.13,4
0.531,0.161,4
0.327,0.888,0
0.309,0.511,0
0.026,0.78,0
1.015,0.63,2
0.35,0.061,1
0.494,0.69,3
0.464,0.744,3
0.985,0.537,2
0.707,0.801,3
0.49,0.114,4
0.287,0.889,0
0.671,0.817,3
0.246,0.531,0
0.347,0.046,1
0.602,0.806,3
0.117,0.767,0
0.359,1.009,0
0.576,0.062,4
1.014,0.557,2
0.718,0.767,3
0.199,0.532,0
0.291,0.889,0
0.531,0.044,4
0.004,0.807,0
0.99,0.568,2
0.102,0.808,0
0.954,0.552,2
0.114,0.798,0
0.331,0.956,0
0.382,0.001,1
0.282,0.488,0
0.282,0.872,0
0.088,0.708,0
0.478,0.044,4
0.765,0.779,3
0.307,0.975,0
0.439,0.803,3
0.337,0.901,0
0.374,0.034,1
0.108,0.759,0
0.301,0.492,0
0.299,0.469,0
0.102,0.822,0
0.341,0.829,0
0.455,0.692,3
0.413,0.739,3
0.244,0.873,0
0.71,0.825,3
0.454,0.112,4
0.363,0.947,0
0.478,0.01,4
0.212,0.904,0
0.545,0.135,4
0.37,0.107,1
1.002,0.52,2
0.965,0.593,2
0.322,0.965,0
0.274,0.512,0
0.374,0.71,0
0.31,0.455,0
0.495,0.035,4
0.197,0.478,0
0.476,0.017,4
0.096,0.773,0
0.271,0.957,0
0.284,0.921,0
0.658,0.793,3
0.203,0.559,0
0.485,0.038,4
0.281,0.843,0
0.429,0.655,3
1.051,0.516,2
1.011,0.582,2
0.502,0.026,4
0.205,0.482,0
0.687,0.755,3
0.284,0.808,0
0.429,0.019,1
0.221,0.884,0
0.131,0.753,0
0.042,0.759,0
0.268,0.526,0
0.307,0.078,1
0.443,0.031,4
0.085,0.772,0
0.478,0.106,4
0.967,0.51,2
0.633,0.81,3
0.339,0.518,0
0.459,0.003,4
0.307,0.87,0
0.344,0.893,0
1.057,0.525,2
0.389,0.101,1
0.47,0.714,3
0.694,0.815,3
0.664,0.79,3
0.338,0.658,0
0.058,0.747,0
0.475,0.737,3
0.312,0.511,0
0.472,0.04,4
0.71,0.845,3
0.233,0.458,0
0.409,0.793,3
0.418,0.771,3
0.284,0.905,0
0.542,0.074,4
0.078,0.754,0
0.103,0.789,0
0.376,0.008,1
0.452,0.754,3
0.226,0.515,0
1.002,0.524,2
0.303,0.817,0
0.218,0.553,0
0.393,0.103,1
0.556,0.058,4
0.662,0.825,3
0.243,0.487,0
0.974,0.457,2
0.499,0.067,4
0.386,0.103,1
0.328,0.935,0
0.258,0.888,0
0.038,0.769,0
0.309,0.894,0
0.272,0.93,0
0.291,0.492,0
0.357,0.09,1
0.68,0.789,3
0.672,0.852,3
0.46,0.714,3
0.24,0.563,0
0.955,0.489,2
0.119,0.74,0
0.305,0.046,1
0.356,0.906,0
0.449,0.73,3
0.52,0.085,4
0.081,0.779,0
0.623,0.833,3
0.493,0.069,4
0.337,0.1,1
0.056,0.732,0
0.606,0.85,3
0.455,0.684,3
0.364,0.741,0
0.067,0.796,0
0.403,0.076,1
0.421,0.779,3
0.972,0.553,2
0.289,0.834,0
0.291,0.843,0
0.923,0.548,2
0.299,0.4,0
0.686,0.904,3
0.526,0.038,4
0.96,0.559,2
0.549,0.078,4
0.522,0.159,4
0.548,0.076,4
0.241,0.511,0
0.977,0.499,2
0.322,0.026,1
0.484,0.071,4
0.641,0.802,3
0.386,0.698,0
0.672,0.784,3
0.451,0.116,4
0.593,0.056,4
0.413,0.654,3
0.447,0.053,4
0.525,0.086,4
0.079,0.764,0
0.482,0.645,3
0.683,0.772,3
0.457,0.685,3
0.499,0.043,4
0.409,0.03,1
0.49,0.719,3
0.467,0.089,4
0.478,0.731,3
0.06,0.807,0
0.472,0.054,4
0.979,0.559,2
1.059,0.489,2
0.419,0.739,3
0.474,0.035,4
0.552,0.116,4
0.328,0.911,0
0.374,0.053,1
1.041,0.488,2
0.362,0.874,0
0.036,0.776,0
0.728,0.779,3
0.275,0.541,0
0.346,0.46,0
0.381,0.777,0
0.31,0.961,0
0.044,0.77,0
1.003,0.53,2
0.379,0.083,1
0.029,0.752,0
0.308,0.5,0
0.315,0.505,0
0.101,0.776,0
0.306,0.439,0
0.282,0.472,0
0.203,0.446,0
0.567,0.045,4
0.444,0.078,4
0.346,0.88,0
0.393,0.07,1
0.382,0.042,1
0.975,0.582,2
0.884,0.535,2
0.733,0.81,3
0.422,0.132,1
0.338,0.069,1
0.882,0.535,2
0.379,0.011,1
0.447,0.04,4
0.21,0.929,0
0.392,0.061,1
0.404,0.098,1
0.292,0.977,0
0.998,0.563,2
0.305,0.909,0
0.052,0.776,0
0.217,0.46,0
0.373,0.1,1
0.656,0.699,3
0.085,0.739,0
0.622,0.887,3
0.34,0.028,1
0.935,0.546,2
0.418,0.7,3
0.263,0.89,0
0.311,0.92,0
0.954,0.554,2
0.121,0.733,0
0.401,0.063,1
0.777,0.75,3
1.031,0.511,2
0.027,0.764,0
0.746,0.756,3
0.056,0.787,0
0.68,0.886,3
0.917,0.523,2
1.014,0.609,2
0.085,0.769,0
0.351,0.052,1
0.48,0.134,4
0.108,0.754,0
0.259,0.957,0
0.343,0.989,0
0.276,0.904,0
0.645,0.865,3
0.042,0.782,0
0.627,0.782,3
0.924,0.537,2
0.273,0.544,0
0.314,0.106,1
0.068,0.775,0
1.067,0.543,2
0.513,0.032,4
0.389,0.043,1
0.658,0.734,3
0.359,0.057,1
0.56,0.113,4
0.551,0.115,4
0.981,0.489,2
0.564,0.075,4
0.965,0.579,2
0.72,0.727,3
0.481,0.739,3
0.976,0.547,2
0.528,0.72,3
0.295,0.528,0
0.299,0.894,0
0.974,0.541,2
0.987,0.516,2
0.451,0.04,4
0.077,0.835,0
0.665,0.794,3
0.287,0.482,0
0.365,0.132,1
0.465,0.747,3
0.338,0.058,1
0.665,0.818,3
0.487,0.089,4
0.975,0.513,2
0.247,0.498,0
0.39,0.061,1
0.472,0.699,3
0.548,0.031,4
0.384,0.713,0
0.403,0.022,1
0.261,0.957,0
0.263,0.486,0
0.604,0.806,3
0.451,0.717,3
0.476,0.723,3
0.492,0.132,4
0.391,0.116,1
0.043,0.763,0
0.943,0.61,2
0.068,0.854,0
0.535,0.094,4
0.587,0.843,3
0.509,0.774,3
0.476,0.74,3
0.156,0.727,0
0.435,0.693,3
0.43,0.719,3
0.261,0.888,0
0.419,0.765,3
0.393,0.083,1
0.753,0.761,3
0.721,0.738,3
0.334,0.119,1
0.493,0.122,4
0.367,0.067,1
0.38,0.075,1
0.116,0.753,0
0.453,0.68,3
0.061,0.804,0
0.321,0.916,0
1.033,0.521,2
0.317,0.918,0
0.365,0.491,0
0.438,0.728,3
0.963,0.535,2
0.082,0.791,0
0.4,0.115,1
1.011,0.551,2
0.208,0.541,0
0.323,0.721,0
0.259,0.881,0
0.4,0.73,3
0.453,0.044,4
0.997,0.567,2
0.138,0.782,0
0.415,0.046,1
1.001,0.602,2
0.142,0.745,0
0.403,0.078,1
0.425,0.045,1
0.463,0.049,4
0.698,0.872,3
0.073,0.871,0
0.339,0.038,1
0.235,0.487,0
0.354,0.039,1
0.226,0.61,0
0.179,0.448,0
0.336,0.092,1
0.994,0.596,2
0.376,0.026,1
0.95,0.558,2
0.471,0.129,4
0.413,0.059,1
0.299,0.405,0
0.462,0.76,3
0.434,0.749,3
0.5,0.036,4
0.925,0.511,2
0.451,0.139,4
0.986,0.455,2
0.43,0.097,1
0.24,0.94,0
0.483,0.118,4
0.946,0.533,2
0.661,0.831,3
0.352,0.033,1
0.291,0.394,1
0.234,0.906,0
0.397,0.779,3
0.233,0.507,0
0.665,0.822,3
0.293,0.987,0
0.969,0.596,2
0.303,0.463,0
0.362,0.107,1
0.254,0.936,0
0.468,0.702,3
0.109,0.785,0
0.674,0.779,3
0.725,0.732,3
0.292,0.471,0
0.452,0.654,3
0.258,0.478,0
0.509,0.01,4
1.02,0.572,2
0.345,0.934,0
0.266,0.553,0
0.674,0.764,3
0.396,0.139,1
0.388,0.098,1
0.679,0.771,3
0.969,0.493,2
0.711,0.841,3
0.307,0.933,0
0.295,0.504,0
0.06,0.827,0
0.402,0.01,1
0.463,0.095,4
0.975,0.558,2
0.412,0.754,3
0.408,0.767,3
0.411,0.095,1
0.484,0.759,3
0.159,0.777,0
0.098,0.77,0
0.469,0.721,3
0.204,0.493,0
0.668,0.845,3
0.756,0.756,3
0.445,0.718,3
0.073,0.793,0
0.303,0.95,0
0.089,0.862,0
0.388,0.023,1
0.274,0.9,0
0.5,0.054,4
0.11,0.823,0
0.409,0.075,1
0.3,0.478,0
0.066,0.788,0
0.23,0.51,0
0.976,0.548,2
0.515,0.757,3
0.146,0.809,0
0.325,0.937,0
0.449,0.716,3
0.287,0.536,0
0.999,0.534,2
0.271,0.525,0
0.89,0.584,2
1.013,0.543,2
0.239,0.902,0
0.367,0.936,0
0.302,0.808,0
0.686,0.752,3
0.235,0.523,0
0.232,0.881,0
0.05,0.715,0
0.545,0.007,4
0.064,0.832,0
0.43,0.752,3
0.614,0.841,3
0.053,0.768,0
0.662,0.77,3
0.31,0.541,0
0.239,0.922,0
0.767,0.778,3
0.435,0.758,3
0.514,0.098,4
0.439,0.094,1
1.008,0.582,2
0.363,0.656,0
0.237,0.957,0
0.345,0.947,0
0.508,0.09,4
0.31,0.763,0
0.483,0.724,3
0.067,0.877,0
0.372,0.085,1
1.034,0.547,2
0.016,0.728,0
0.686,0.842,3
0.098,0.8,0
0.312,0.504,0
0.253,0.488,0
0.141,0.732,0
0.498,0.063,4
0.416,0.062,1
0.982,0.533,2
0.316,0.03,1
0.666,0.753,3
0.31,0.423,0
0.245,0.513,0
0.062,0.762,0
0.465,0.733,3
0.482,0.759,3
0.463,0.693,3
0.45,0.649,3
0.906,0.461,2
0.451,0.044,4
0.532,0.049,4
0.346,0.02,1
0.435,0.741,3
0.268,0.466,0
0.08,0.732,0
0.471,0.062,4
0.05,0.768,0
0.095,0.812,0
0.522,0.086,4
0.08,0.749,0
0.301,0.509,0
0.005,0.777,0
0.137,0.776,0
0.357,0.023,1
0.386,0.715,0
0.294,0.518,0
0.418,0.122,1
0.398,0.112,1
0.388,0.701,0
0.508,0.102,4
0.457,0.055,4
0.403,0.677,0
0.475,0.664,3
0.487,0.106,4
0.992,0.569,2
0.239,0.518,0
0.971,0.491,2
0.396,0.741,0
0.056,0.811,0
0.495,0.766,3
1.025,0.571,2
0.08,0.715,0
0.36,0.51,0
0.935,0.453,2
0.397,0.057,1
0.24,0.872,0
1.076,0.576,2
0.212,0.918,0
0.297,0.913,0
0.694,0.855,3
0.346,0.096,1
0.635,0.794,3
1.021,0.571,2
0.369,0.93,0
0.398,0.082,1
0.335,0.873,0
0.608,0.834,3
0.692,0.875,3
0.44,0.767,3
0.471,0.032,4
0.435,0.726,3
0.456,0.697,3
0.468,0.737,3
0.502,0.016,4
0.286,0.479,0
0.255,0.948,0
0.444,0.665,3
0.365,0.044,1
0.451,0.68,3
0.283,0.503,0
0.427,0.131,1
0.484,0.08,4
0.17,0.533,0
0.076,0.785,0
0.372,0.001,1
1.003,0.569,2
0.498,0.03,4
0.941,0.583,2
0.244,0.692,0
0.386,0.079,1
0.958,0.547,2
0.511,0.062,4
0.29,0.913,0
0.278,0.884,0
0.061,0.739,0
0.979,0.5,2
0.447,0.678,3
0.313,0.467,0
0.258,0.426,0
0.144,0.976,0
0.369,0.098,1
0.247,0.53,0
0.421,0.754,3
0.038,0.727,0
1.013,0.579,2
0.969,0.599,2
0.537,0.11,4
0.241,0.858,0
0.252,0.49,0
0.997,0.535,2
0.977,0.536,2
0.257,0.9,0
0.618,0.789,3
0.367,0.078,1
0.409,0.787,3
0.992,0.521,2
0.261,0.93,0
0.247,0.96,0
0.425,0.663,3
0.356,0.05,1
0.28,0.89,0
0.398,0.074,1
0.98,0.55,2
0.351,0.051,1
0.053,0.759,0
0.675,0.792,3
0.529,0.069,4
0.673,0.778,3
0.364,0.644,0
0.675,0.853,3
0.337,0.89,0
0.28,0.522,0
0.094,0.833,0
0.251,0.574,0
0.098,0.807,0
0.373,0.012,1
0.416,0.067,1
0.302,0.873,0
0.68,0.803,3
0.358,0.909,0
1.019,0.605,2
0.436,0.118,1
0.513,0.113,4
0.24,0.483,0
0.056,0.812,0
0.941,0.535,2
0.407,0.014,1
0.339,0.004,1
0.281,0.866,0
0.392,0.743,0
0.346,0.492,0
0.189,0.419,0
0.249,0.516,0
0.969,0.497,2
0.34,0.041,1
0.461,0.787,3
0.969,0.587,2
0.555,0.054,4
1.034,0.516,2
0.647,0.785,3
0.333,0.506,0
0.349,0.975,0
0.306,0.057,1
0.267,0.534,0
0.657,0.766,3
0.448,0.096,4
0.24,0.472,0
0.954,0.567,2
0.274,0.875,0
0.412,0.821,3
0.394,0.039,1
0.591,0.012,4
0.058,0.766,0
0.433,0.761,3
0.538,0.009,4
0.968,0.531,2
0.658,0.743,3
0.068,0.786,0
0.139,0.719,0
0.066,0.75,0
0.659,0.816,3
0.556,0.089,4
0.3,0.521,0
0.45,0.687,3
0.452,0.706,3
0.332,0.003,1
0.981,0.52,2
0.328,0.117,1
0.959,0.639,2
0.929,0.481,2
0.308,0.957,0
0.503,0.05,4
0.291,0.982,0
0.332,0.906,0
0.097,0.74,0
0.336,0.003,1
0.75,0.755,3
0.363,0.777,0
0.641,0.795,3
0.444,0.769,3
1.001,0.57,2
0.994,0.577,2
0.47,0.785,3
0.675,0.824,3
0.457,0.055,4
0.719,0.854,3
0.515,0.111,4
0.105,0.751,0
0.986,0.565,2
0.115,0.818,0
0.031,0.787,0
0.967,0.56,2
0.226,0.952,0
0.452,0.77,3
0.214,0.461,0
0.261,0.492,0
0.697,0.776,3
0.699,0.756,3
0.685,0.781,3
0.668,0.847,3
0.464,0.047,4
0.043,0.844,0
0.731,0.782,3
0.333,0.906,0
0.137,0.777,0
0.072,0.808,0
0.435,0.761,3
0.454,0.092,4
0.297,0.99,0
0.236,0.482,0
0.472,0.044,4
0.089,0.716,0
0.701,0.807,3
0.422,0.723,3
0.345,0.029,1
0.015,0.689,0
0.671,0.824,3
0.372,0.048,1
0.301,0.913,0
0.735,0.732,3
0.473,0.079,4
0.515,0.741,3
0.046,0.762,0
0.221,0.437,0
0.107,0.75,0
0.586,0.118,4
0.421,0.74,3
0.396,0.058,1
0.211,0.505,0
0.075,0.783,0
0.027,0.822,0
0.657,0.778,3
0.305,0.909,0
0.033,0.876,0
0.957,0.559,2
0.989,0.514,2
1.004,0.554,2
0.66,0.814,3
0.638,0.773,3
0.473,0.085,4
0.305,0.133,1
0.562,0.071,4
1.013,0.61,2
0.283,0.9,0
0.329,0.907,0
0.953,0.631,2
0.42,0.759,3
0.651,0.819,3
0.397,0.728,0
0.346,0.476,0
0.99,0.601,2
0.122,0.751,0
0.213,0.484,0
0.33,0.4,1
0.974,0.563,2
0.256,0.929,0
0.349,0.023,1
0.07,0.763,0
1.014,0.536,2
0.989,0.501,2
0.409,0.727,3
0.235,0.849,0
0.967,0.523,2
0.074,0.767,0
0.405,0.013,1
0.389,0.08,1
0.319,0.95,0
0.067,0.789,0
0.266,0.535,0
0.327,0.526,0
0.22,0.545,0
0.065,0.769,0
0.694,0.781,3
0.477,0.08,4
0.958,0.537,2
0.273,0.869,0
0.043,0.731,0
0.382,0.119,1
0.965,0.577,2
0.306,0.93,0
0.425,0.751,3
0.025,0.809,0
0.229,0.445,0
0.458,0.649,3
0.362,0.887,0
0.671,0.814,3
0.385,0.081,1
0.39,0.633,0
0.956,0.507,2
0.278,0.962,0
0.254,0.91,0
0.405,0.065,1
0.737,0.784,3
0.478,0.733,3
0.023,0.706,0
0.286,0.946,0
0.381,0.71,0
0.071,0.743,0
0.508,0.135,4
0.424,0.703,3
0.436,0.708,3
0.502,0.105,4
0.355,0.941,0
1.028,0.571,2
0.439,0.038,1
0.238,0.905,0
0.683,0.809,3
0.506,0.067,4
0.696,0.826,3
1.011,0.512,2
0.068,0.813,0
0.927,0.546,2
0.094,0.812,0
0.713,0.85,3
0.01,0.762,0
0.073,0.795,0
0.015,0.8,0
0.426,0.005,1
0.4,0.013,1
1.029,0.518,2
0.098,0.67,0
0.288,0.933,0
0.681,0.782,3
0.513,0.027,4
0.557,0.089,4
0.467,0.692,3
0.066,0.788,0
0.675,0.777,3
0.287,0.447,0
0.659,0.778,3
0.984,0.581,2
0.428,0.019,1
0.389,0.083,1
0.476,0.753,3
0.923,0.522,2
0.187,0.513,0
0.441,0.783,3
0.452,0.05,4
0.495,0.02,4
1.03,0.586,2
0.329,0.064,1
0.112,0.752,0
0.976,0.578,2
0.006,0.72,0
0.636,0.778,3
0.966,0.489,2
0.401,0.696,0
0.532,0.046,4
0.478,0.734,3
0.246,0.52,0
0.486,0.007,4
0.726,0.834,3
0.711,0.832,3
0.97,0.536,2
0.962,0.523,2
0.463,0.751,3
0.059,0.754,0
0.202,0.91,0
1.007,0.452,2
0.114,0.773,0
0.308,0.899,0
0.333,0.055,1
0.188,0.466,0
1.009,0.529,2
0.556,0.061,4
0.486,0.047,4
0.327,0.118,1
0.28,0.876,0
0.727,0.811,3
0.432,0.741,3
0.695,0.825,3
0.537,0.132,4
0.968,0.597,2
0.135,0.839,0
0.092,0.737,0
0.568,0.012,4
0.199,0.47,0
0.607,0.707,3
0.705,0.843,3
0.072,0.789,0
0.102,0.705,0
0.532,0.049,4
0.32,0.898,0
0.296,0.938,0
0.239,0.527,0
0.934,0.557,2
0.265,0.941,0
0.367,0.08,1
0.399,0.729,3
0.894,0.619,2
1.049,0.54,2
0.496,0.057,4
0.29,0.892,0
0.289,0.425,0
0.523,0.062,4
0.502,0.003,4
0.931,0.554,2
0.523,0.074,4
0.468,0.053,4
0.412,0.676,3
0.461,0.718,3
0.351,0.893,0
0.408,0.025,1
0.324,0.476,0
0.673,0.759,3
0.266,0.87,0
0.391,0.689,0
0.577,0.02,4
0.253,0.439,0
0.314,0.486,0
0.474,0.018,4
1.027,0.547,2
0.416,0.075,1
1.007,0.541,2
0.453,0.688,3
0.679,0.773,3
0.459,0.125,4
0.663,0.804,3
0.514,0.012,4
0.685,0.853,3
0.74,0.767,3
0.463,0.707,3
0.43,0.104,1
0.047,0.72,0
0.523,0.04,4
0.932,0.533,2
0.246,0.87,0
0.592,0.079,4
0.239,0.538,0
0.541,0.059,4
0.317,0.909,0
0.234,0.917,0
0.437,0.713,3
0.301,0.401,0
1.001,0.539,2
0.1,0.813,0
0.105,0.718,0
0.066,0.728,0
0.995,0.489,2
0.202,0.554,0
0.476,0.149,4
0.334,0.915,0
0.379,0.098,1
0.52,0.068,4
0.484,0.005,4
0.232,0.454,0
0.312,0.123,1
0.048,0.771,0
0.66,0.862,3
0.676,0.69,3
0.256,0.517,0
0.388,0.024,1
0.394,0.737,0
0.463,0.03,4
0.246,0.914,0
0.311,0.088,1
0.518,0.038,4
0.483,0.052,4
0.44,0.033,1
0.497,0.084,4
0.021,0.706,0
0.643,0.888,3
0.209,0.493,0
0.957,0.479,2
0.701,0.747,3
0.072,0.805,0
0.278,0.946,0
0.413,0.737,3
0.2,0.953,0
0.396,0.031,1
0.503,0.086,4
0.368,0.734,0
1.011,0.546,2
0.299,0.527,0
0.734,0.861,3
0.505,0.081,4
1.046,0.547,2
0.295,0.95,0
0.503,0.101,4
0.114,0.785,0
0.282,0.868,0
0.123,0.763,0
0.358,0.121,1
0.29,0.936,0
0.503,0.108,4
0.496,0.1,4
0.291,0.891,0
0.365,0.672,0
0.67,0.835,3
0.942,0.616,2
0.673,0.814,3
0.281,0.444,0
0.381,0.71,0
0.263,0.953,0
0.951,0.539,2
0.424,0.084,1
0.677,0.843,3
0.265,0.987,0
0.474,0.009,4
0.314,0.562,0
0.97,0.497,2
0.959,0.464,2
0.517,0.078,4
0.071,0.788,0
0.5,0.045,4
0.48,0.778,3
0.487,0.08,4
0.659,0.799,3
0.29,0.968,0
0.651,0.858,3
0.517,0.048,4
0.339,0.465,0
0.631,0.876,3
0.431,0.77,3
0.028,0.779,0
0.562,0.064,4
1.001,0.672,2
0.419,0.094,1
0.304,0.885,0
0.1,0.75,0
0.129,0.76,0
0.505,0.656,3
0.461,0.054,4
0.281,0.479,0
0.236,0.567,0
0.957,0.513,2
0.21,0.53,0
0.323,0.829,0
0.209,0.942,0
0.94,0.457,2
0.299,0.933,0
0.504,0.075,4
0.702,0.815,3
0.105,0.752,0
0.097,0.822,0
0.336,0.04,1
0.69,0.805,3
0.408,0.805,3
0.703,0.799,3
0.436,0.049,1
0.407,0.722,3
0.494,0.726,3
0.701,0.77,3
0.44,0.722,3
0.242,0.532,0
0.329,0.846,0
0.491,0.722,3
0.392,0.732,0
0.088,0.749,0
0.627,0.773,3
0.092,0.833,0
0.13,0.752,0
0.329,0.506,0
0.276,0.511,0
1.051,0.56,2
0.954,0.557,2
0.896,0.552,2
0.453,0.672,3
0.28,0.485,0
0.514,0.738,3
0.923,0.572,2
0.219,0.388,0
0.298,0.496,0
0.462,0.729,3
0.321,0.096,1
0.68,0.845,3
0.435,0.68,3
0.461,0.028,4
0.948,0.533,2
0.643,0.843,3
0.689,0.807,3
0.054,0.799,0
0.035,0.811,0
0.406,0.073,1
0.199,0.52,0
0.068,0.788,0
0.261,0.917,0
0.237,0.546,0
0.728,0.844,3
0.207,0.925,0
0.504,0.132,4
0.44,0.616,3
0.028,0.77,0
0.953,0.611,2
1.014,0.482,2
1.001,0.512,2
0.447,0.705,3
0.951,0.565,2
0.306,0.478,0
0.37,0.104,1
0.025,0.847,0
0.237,0.921,0
0.451,0.687,3
0.288,0.862,0
0.337,0.447,0
0.389,0.028,1
0.062,0.842,0
0.278,0.58,0
0.341,0.068,1
0.436,0.106,1
0.242,0.9,0
0.056,0.798,0
0.875,0.548,2
0.321,0.933,0
0.658,0.735,3
0.406,0.094,1
0.65,0.762,3
0.984,0.596,2
0.345,0.091,1
0.298,0.939,0
0.024,0.763,0
0.69,0.79,3
0.257,0.876,0
0.456,0.081,4
0.399,0.157,1
0.37,0.686,0
0.614,0.745,3
0.304,0.459,0
0.316,0.398,1
0.149,0.719,0
0.753,0.786,3
0.039,0.867,0
0.397,0.894,3
0.02,0.758,0
0.136,0.787,0
0.479,0.143,4
0.421,0.054,1
0.964,0.498,2
0.476,0.672,3
0.704,0.768,3
0.27,0.471,0
0.465,0.077,4
0.712,0.789,3
0.246,0.501,0
0.137,0.771,0
0.358,0.122,1
1.069,0.511,2
0.465,0.76,3
0.786,0.853,3
0.54,0.08,4
0.491,0.045,4
0.965,0.577,2
0.922,0.47,2
0.387,0.019,1
0.29,0.526,0
0.257,0.525,0
0.679,0.779,3
0.445,0,4
0.322,0.547,0
0.057,0.717,0
0.278,0.886,0
0.693,0.766,3
0.385,0.087,1
0.437,0.791,3
0.026,0.768,0
0.459,0.697,3
0.716,0.741,3
0.269,0.525,0
0.47,0.758,3
